CÓDIGO DE IDENTIFICACIÓN ESTACIÓN,CÓDIGO CONECTOR,TIPO CONECTOR,POTENCIA MÁXIMA DE CARGA (W),TIPO DE CARGA,COORDENADA_X,COORDENADA_Y,DIRECCIÓN ,DISTRITO,BARRIO,CÓDIGO POSTAL,TIPO DE ACCESO,OPERADOR,TELF,CONTROL DE ACCESO,RESTRICCIÓN DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DiagnosticsStatusNotification,HeartBeat,MeterValues,StatusNotification,StopTransaccion,CancelReservation,ChangeAvailability,ChangeConfiguration,ClearCache,DataTranfer,GetConfiguration,GetDiagnostics,GetLocalListVersion,RemoteStartTransaction,RemoteStopTransaction,ReserveNow,Reset,SendLocalList,UnlockConnector,UptateFirmware,Ide euip,
123,1,SCHUKO,3600,LENTA,41.402950,2.165600,"Ind�stria, 19 - Pg. Sant Joan",02 Eixample,El Camp d�en Grassot i Gr�cia Nova,8037,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,0
124,1,SCHUKO,3600,LENTA,41.396590,2.182070,"Ausi�s March, 118 - Carrer Ribes",02 Eixample,El Fort Pienc,8013,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241,1241
124,1,SCHUKO,3600,LENTA,41.396590,2.182070,"Ausi�s March, 118 - Carrer Ribes",02 Eixample,El Fort Pienc,8013,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241,0
125,1,SCHUKO,3600,LENTA,41.387108,2.171430,"Fontanella, 1 - Pl. Catalunya",02 Eixample,La Dreta de l'Eixample,8002,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,1251
125,1,SCHUKO,3600,LENTA,41.387108,2.171430,"Fontanella, 1 - Pl. Catalunya",02 Eixample,La Dreta de l'Eixample,8002,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,0
126,1,SCHUKO,3600,LENTA,41.394249,2.169580,"Bruc, 84 - Consell de Cent",02 Eixample,La Dreta de l'Eixample,8009,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261,1261
126,1,SCHUKO,3600,LENTA,41.394249,2.169580,"Bruc, 84 - Consell de Cent",02 Eixample,La Dreta de l'Eixample,8009,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261,0
127,1,SCHUKO,3600,LENTA,41.389233,2.161352,"Pl. Dr. Letamendi, 30-33 - Arag�",02 Eixample,L'Antiga Esquerra de l'Eixample,8007,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271,1271
127,1,SCHUKO,3600,LENTA,41.389233,2.161352,"Pl. Dr. Letamendi, 30-33 - Arag�",02 Eixample,L'Antiga Esquerra de l'Eixample,8007,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271,0
128,1,SCHUKO,3600,LENTA,41.359949,2.133299,"Ctra. Del Prat, 42 - Ci�ncies",03 Sants-Montjuic,La Marina de Port,8940,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,1281
128,1,SCHUKO,3600,LENTA,41.359949,2.133299,"Ctra. Del Prat, 42 - Ci�ncies",03 Sants-Montjuic,La Marina de Port,8940,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,0
129,1,SCHUKO,3600,LENTA,41.381088,2.142061,"Av. Josep Tarradellas, 1 - Num�ncia",03 Sants-Montjuic,Sants,8029,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,1291
129,1,SCHUKO,3600,LENTA,41.381088,2.142061,"Av. Josep Tarradellas, 1 - Num�ncia",03 Sants-Montjuic,Sants,8029,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,0
130,1,SCHUKO,3600,LENTA,41.381470,2.129431,"F�gols, 6 - Jardins dels Doctors Dolsa",04 Les Corts,Les Corts,8028,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,1301
130,1,SCHUKO,3600,LENTA,41.381470,2.129431,"F�gols, 6 - Jardins dels Doctors Dolsa",04 Les Corts,Les Corts,8028,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,0
131,1,SCHUKO,3600,LENTA,41.407161,2.138525,"Balmes, 422 - Castanyer",05 Sarri�-Sant Gervasi,El Putget i Farr�,8022,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1311
131,1,SCHUKO,3600,LENTA,41.407161,2.138525,"Balmes, 422 - Castanyer",05 Sarri�-Sant Gervasi,El Putget i Farr�,8022,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,0
132,1,SCHUKO,3600,LENTA,41.392338,2.132172,"Av.Sarri�, 126",05 Sarri�-Sant Gervasi,Les Tres Torres,8017,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,1321
132,1,SCHUKO,3600,LENTA,41.392338,2.132172,"Av.Sarri�, 126",05 Sarri�-Sant Gervasi,Les Tres Torres,8017,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,0
133,1,SCHUKO,3600,LENTA,41.394184,2.123801,"D'Osi, 4 - Santa Am�lia",05 Sarri�-Sant Gervasi,Sarri�,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1331
133,1,SCHUKO,3600,LENTA,41.394184,2.123801,"D'Osi, 4 - Santa Am�lia",05 Sarri�-Sant Gervasi,Sarri�,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,0
134,1,SCHUKO,3600,LENTA,41.413572,2.143069,"Av. Vallcarca, 154",06 Gr�cia,Vallcarca i els Penitens,8023,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,1341
134,1,SCHUKO,3600,LENTA,41.413572,2.143069,"Av. Vallcarca, 154",06 Gr�cia,Vallcarca i els Penitens,8023,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,0
135,1,SCHUKO,3600,LENTA,41.406574,2.152294,"Torrent de l'Olla, 222 - Sant Salvador",06 Gr�cia,Vila de Gr�cia,8012,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,1351
135,1,SCHUKO,3600,LENTA,41.406574,2.152294,"Torrent de l'Olla, 222 - Sant Salvador",06 Gr�cia,Vila de Gr�cia,8012,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,0
136,1,SCHUKO,3600,LENTA,41.444752,2.174366,"Via Fav�ncia, 169 - Almansa",08 Nou Barris,Les Roquetes,8042,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,1361
136,1,SCHUKO,3600,LENTA,41.444752,2.174366,"Via Fav�ncia, 169 - Almansa",08 Nou Barris,Les Roquetes,8042,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,0
137,1,SCHUKO,3600,LENTA,41.438903,2.181348,"Av. Rio de Janeiro, 81",08 Nou Barris,Porta,8016,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,1371
137,1,SCHUKO,3600,LENTA,41.438903,2.181348,"Av. Rio de Janeiro, 81",08 Nou Barris,Porta,8016,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,0
138,1,SCHUKO,3600,LENTA,41.423672,2.179258,"Garcilaso, 204 - Manigua",09 Sant Andreu,El Congr�s i els Indians,8027,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,1381
138,1,SCHUKO,3600,LENTA,41.423672,2.179258,"Garcilaso, 204 - Manigua",09 Sant Andreu,El Congr�s i els Indians,8027,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,0
139,1,SCHUKO,3600,LENTA,41.419931,2.181425,"Pl. Maragall, 21 - Olesa",09 Sant Andreu,El Congr�s i els Indians,8027,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,1391
139,1,SCHUKO,3600,LENTA,41.419931,2.181425,"Pl. Maragall, 21 - Olesa",09 Sant Andreu,El Congr�s i els Indians,8027,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,0
140,1,SCHUKO,3600,LENTA,41.408372,2.202957,"Cristobal de Moura, 24 - Bac de Roda",10 Sant Mart�,Diagonal Mar i el Front Mar�tim del Poblenou,8019,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,1401
140,1,SCHUKO,3600,LENTA,41.408372,2.202957,"Cristobal de Moura, 24 - Bac de Roda",10 Sant Mart�,Diagonal Mar i el Front Mar�tim del Poblenou,8019,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,0
141,1,SCHUKO,3600,LENTA,41.411564,2.218659,"Rbla. Prim, 19 - Av. Diagonal, 2",10 Sant Mart�,El Bes�s i el Maresme,8019,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,1411
141,1,SCHUKO,3600,LENTA,41.411564,2.218659,"Rbla. Prim, 19 - Av. Diagonal, 2",10 Sant Mart�,El Bes�s i el Maresme,8019,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,0
142,1,SCHUKO,3600,LENTA,41.420061,2.201705,"Rbla. Guip�scoa, 103 - Cant�bria",10 Sant Mart�,La Verneda i la Pau,8020,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,1421
142,1,SCHUKO,3600,LENTA,41.420061,2.201705,"Rbla. Guip�scoa, 103 - Cant�bria",10 Sant Mart�,La Verneda i la Pau,8020,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,0
143,1,SCHUKO,3600,LENTA,41.396763,2.200199,"Ciutat de Granada, 17 - Ptge. Mas de Roda",10 Sant Mart�,El Poblenou,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,1431
143,1,SCHUKO,3600,LENTA,41.396763,2.200199,"Ciutat de Granada, 17 - Ptge. Mas de Roda",10 Sant Mart�,El Poblenou,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,SENSE RESTRICCI�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,1432
144,1,SCHUKO,3600,LENTA,41.375283,2.130336,"Rambla Badal, 167 - Sants",03 Sants-Montjuic,Sants,8028,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,1441
144,1,SCHUKO,3600,LENTA,41.375283,2.130336,"Rambla Badal, 167 - Sants",03 Sants-Montjuic,Sants,8028,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,0
145,1,SCHUKO,3600,LENTA,41.388133,2.107238,"Av. Esplugues, 52 - Eduard Toldr�",04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,1451
145,1,SCHUKO,3600,LENTA,41.388133,2.107238,"Av. Esplugues, 52 - Eduard Toldr�",04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,0
146,1,SCHUKO,3600,LENTA,41.397347,2.119925,"Av. Josep Vicen� Foix, 86 Bis - Mendel",05 Sarri�-Sant Gervasi,Sarri�,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,1461
146,1,SCHUKO,3600,LENTA,41.397347,2.119925,"Av. Josep Vicen� Foix, 86 Bis - Mendel",05 Sarri�-Sant Gervasi,Sarri�,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,0
147,1,SCHUKO,3600,LENTA,41.429405,2.158544,"Lisboa, 9 - Santa Joana d'Arc",07 Horta-Guinard�,Horta,8032,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471,1471
147,1,SCHUKO,3600,LENTA,41.429405,2.158544,"Lisboa, 9 - Santa Joana d'Arc",07 Horta-Guinard�,Horta,8032,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471,0
148,1,SCHUKO,3600,LENTA,41.434627,2.148196,"Arquitecte Moragas, 31 - Av. Can Marcet, 36",07 Horta-Guinard�,La Vall d'Hebr�n,8035,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,1481
148,1,SCHUKO,3600,LENTA,41.434627,2.148196,"Arquitecte Moragas, 31 - Av. Can Marcet, 36",07 Horta-Guinard�,La Vall d'Hebr�n,8035,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,0
149,1,SCHUKO,3600,LENTA,41.442400,2.197355,Rep�blica Dominicana - Potos�,09 Sant Andreu,El Bon Pastor,8030,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,1491
149,1,SCHUKO,3600,LENTA,41.442400,2.197355,Rep�blica Dominicana - Potos�,09 Sant Andreu,El Bon Pastor,8030,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,0
150,1,SCHUKO,3600,LENTA,41.390975,2.196397,"Rosa Sensat, 14 - Av. d'Ic�ria, 145-147",10 Sant Mart�,La Vila Olimpica de Poblenou,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,1501
150,1,SCHUKO,3600,LENTA,41.390975,2.196397,"Rosa Sensat, 14 - Av. d'Ic�ria, 145-147",10 Sant Mart�,La Vila Olimpica de Poblenou,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,0
151,1,SCHUKO,3600,LENTA,41.380280,2.187290,"Joan de Borb�, 12 - Maquinista",01 Ciutat Vella,La Barceloneta,8003,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511,1511
151,1,SCHUKO,3600,LENTA,41.380280,2.187290,"Joan de Borb�, 12 - Maquinista",01 Ciutat Vella,La Barceloneta,8003,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511,0
151,1,SCHUKO,3600,LENTA,41.380280,2.187290,"Joan de Borb�, 12 - Maquinista",01 Ciutat Vella,La Barceloneta,8003,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1512
151,1,SCHUKO,3600,LENTA,41.380280,2.187290,"Joan de Borb�, 12 - Maquinista",01 Ciutat Vella,La Barceloneta,8003,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,0
153,1,SCHUKO,3600,LENTA,41.384950,2.116110,"Pascual i Vila, 23 - Av. Diagonal",04 Les Corts,La Maternitat i Sant Ram�n,0,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,#�REF!
153,1,SCHUKO,3600,LENTA,41.384950,2.116110,"Pascual i Vila, 23 - Av. Diagonal",04 Les Corts,La Maternitat i Sant Ram�n,0,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,1541
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,#�REF!
154,1,SCHUKO,3600,LENTA,41.394067,2.108034,Av. Pearson - Miret i Sans (IESE),04 Les Corts,Pedralbes,8034,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0
155,1,SCHUKO,3600,LENTA,41.405120,2.207530,"Llull, 285 - Bac de Roda",10 Sant Mart�,Diagonal Mar i el Front Mar�tim del Poblenou,0,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551,1551
155,1,SCHUKO,3600,LENTA,41.405120,2.207530,"Llull, 285 - Bac de Roda",10 Sant Mart�,Diagonal Mar i el Front Mar�tim del Poblenou,0,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551,0
156,1,SCHUKO,3600,LENTA,41.406514,2.200808,"Lope de Vega, 158-160 - Pere IV (Hotel ME)",10 Sant Mart�,El Bes�s i el Maresme,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,1561
156,1,SCHUKO,3600,LENTA,41.406514,2.200808,"Lope de Vega, 158-160 - Pere IV (Hotel ME)",10 Sant Mart�,El Bes�s i el Maresme,8005,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,0
157,1,SCHUKO,3600,LENTA,41.394501,2.152312,"Av. Diagonal, 429 (lateral Mar) � entre Aribau i Enric Granados ",02 Eixample,L'Antiga Esquerra de l'Eixample,8036,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,1571
157,1,SCHUKO,3600,LENTA,41.394501,2.152312,"Av. Diagonal, 429 (lateral Mar) � entre Aribau i Enric Granados ",02 Eixample,L'Antiga Esquerra de l'Eixample,8036,VIA P�BLICA,AJUNTAMENT BCN,932914150,TARGETA VE,EXCLUSIU MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,0
